id;fecha;genero;edad;nivel_formacion;carrera_grado;tipo_universidad;pais;provincia;trabajo;rubro;dotacion;origen_capital;dotacion_rh;puesto;tipo_contratacion;jornada;funcion;personas_a_cargo;anios_empresa;anios_puesto;anios_rh;sueldo_bruto;beneficios;bono;bono_frecuencia;ajuste;ajuste_porcentaje;ajuste_mes;otros_proyectos;partidos_oficina;agenda;idioma_exigencia;idioma_porcentaje;satisfaccion;busqueda;desarrollo;anecdota;influencia_rh;colegio;colegio_fundamento;comunidad;comunidades;tarea_odiosa;diversidad_sexual;discapacidad;libertad_ser;diversidad_management;contrata_senior;contrata_discapacidad;lenguaje_inclusivo;linea_segura;sufrio_acoso;machismo;modalidad;dias_teletrabajo;satisfaccion_retorno;estres;comparacion;motivo;registro_fiscal;anios_freelance;que_te_motivo_a_trabajar_por_tu_cuenta;donde_trabajas_habitualmente;exporta;medio_pago_exterior;cuotas;colaboracion_freelance;servicio_busqueda;busqueda_it;entrevista_ingles;trabajas_a_riesgo;coeficiente;base_coeficiente;garantia;servicio_principal;negociacion;valor_hora
321;2022-11-07T21:13:36Z;Mujer cis;18 - 25;Universitario abandonado;Psicología;Universidad Pública;Argentina;Santa Fe;Freelance;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Monotributista;;libertad;Casa;Si;criptos estables;No;Si;No;NA;NA;NA;;NA;NA;CPO;No;3000
322;2022-11-08T16:36:38Z;Mujer cis;25 - 30;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Tecnologías de información;51 - 100;Multinacional;;Jefe;Contractor (para otros países);Full time;Generalista;3;;1;;572000;Horarios flexibles, Vacaciones extendidas, Licencias extendidas, Equipamiento ergonómico de teletrabajo, Home office, Idiomas;No recibo bono;No recibo bono;No tuve ajustes;;NA;No;Trabajo full remoto;Sí, formalmente está avalado por la empresa;No;0.1;3;No,  pero escucho ofertas;2;NA;Si, tiene un rol importante real;No se;NA;Si;;Armar presentaciones en PowerPoint;No;No tengo ninguna discapacidad;Totalmente de acuerdo;0.4;Si;No;Ni de acuerdo ni en desacuerdo;No;No;Si pero no es tanto;Remoto 100%;A elección de cada sector o empleado;No aplica / Prefiero no responder;9;Con más estrés;Problemas de comunicación y falta de lineamientos claros;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
323;2022-11-09T13:50:59Z;Mujer cis;31 - 35;Universitario completo;Administración y Recursos Humanos;Universidad Privada;Perú;NA;Relación de Dependencia;Otros;10.001 o más;Nacional;;HRBP;Indeterminado;Full time;Generalista;0;;2;;2000;Horarios flexibles, Comedor / Almuerzos, Home office, Préstamos, Seguro de vida (adicionales a los de ley), Cursos de capacitación;No recibo bono;No recibo bono;No tuve ajustes;;NA;No;No;No está permitido;No;0.4;3;Sí, activamente;3;Casi pierdo el avión de regreso (viajamos por integraciones para equipos de provincia) no revisé bien el horario jeje;Se dice que sí, pero en la práctica no tiene un rol importante;No se;NA;No;;Archivar;No;No tengo ninguna discapacidad;Totalmente de acuerdo;0.7;No;Si;Totalmente de acuerdo;Si;No;No es un entorno machista;Mixto;3 días;Muy satisfecho;5;Con menos estrés;Incertidumbre;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
324;2022-11-09T14:27:51Z;Mujer cis;36 - 40;Maestría o superior completa;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Santa Fe;Freelance;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Monotributista;;Ser dueña de mí tiempo;Oficinas de clientes;No;No exporto servicios;No;Si;No;NA;NA;NA;;NA;NA;Diseño organizacional;Depende el cliente;4000
325;2022-11-10T12:28:06Z;Mujer cis;41 - 45;Diplomado de posgrado completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Freelance;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Monotributista;;La maternidad;Hibrido, oficina clientes y casa;No;No exporto servicios;No;No;No;NA;NA;NA;;NA;NA;Startup de HR;Si;3000
326;2022-11-10T22:12:17Z;Mujer cis;25 - 30;Diplomado de posgrado completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Tecnologías de información;10.001 o más;Multinacional;;Responsable;Indeterminado;Full time;Generalista;1;;0;;350000;Medicina prepaga / Plan de salud, Horarios flexibles, Licencias extendidas, Frutas y snacks, Guadería, Gimnasio, Home office, Idiomas, Reintegros en capacitación, Spotify / Netflix / Servicios de Streaming;No recibo bono;No recibo bono;2 ajustes;;Octubre;No;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
327;2022-11-14T11:28:38Z;Mujer cis;31 - 35;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Buenos Aires;Relación de Dependencia;Otros;501 - 1.000;Nacional;;Jefe;Indeterminado;Full time;Generalista;6;;1;;315000;Medicina prepaga / Plan de salud, Horarios flexibles, Abono de celular, Comedor / Almuerzos, Frutas y snacks, Guadería, Home office;Dos sueldos;Anual;1 solo;;Octubre;No;Sí;Si, bloqueo agenda aunque no haya un lineamiento de la empresa;No;0;3;Sí, activamente;2;NA;No tiene un rol importante en la toma de decisiones;Si;Lo creo útil para formalizar nuestros estudios y tener políticas en conjunto a nivel nacional;No;;Trámites presenciales en organismos públicos;No;No tengo ninguna discapacidad;En desacuerdo;0.4;No;No;Totalmente de acuerdo;No;Si;Si, es muy machista;Mixto;A elección de cada sector o empleado;Algo satisfecho;8;Con más estrés;Poca respuesta por parte de gerencia;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
328;2022-11-14T11:56:25Z;Mujer cis;25 - 30;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Buenos Aires;Relación de Dependencia;Alimentación, bebidas;251 - 500;Nacional;;Responsable;Indeterminado;Full time;Proyectos y People Analytics;1;;1;;301000;Medicina prepaga / Plan de salud, Abono de celular, Abono de internet, Comedor / Almuerzos, Equipamiento ergonómico de teletrabajo, Frutas y snacks, Gimnasio, Home office, Seguro de vida (adicionales a los de ley);Variable en función de los resultados de compañía;Anual;3 o más ajustes;;Agosto;No;Sí;Si, bloqueo agenda aunque no haya un lineamiento de la empresa;No;0;4;No,  pero escucho ofertas;4;NA;Se dice que sí, pero en la práctica no tiene un rol importante;Si;NA;No;;Archivar;No;No tengo ninguna discapacidad;Ni de acuerdo ni en desacuerdo;0.2;Si;No;Totalmente en desacuerdo;Si;No;No es un entorno machista;Mixto;3 días;Muy satisfecho;7;Con más estrés;Altura del año, mayores exigencias;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
329;2022-11-14T15:10:34Z;Mujer cis;41 - 45;Diplomado de posgrado completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Tecnologías de información;251 - 500;Nacional;;Gerente;Indeterminado;Full time;Generalista;13;;10;;450000;Medicina prepaga / Plan de salud, Tarjeta de descuento, Horarios flexibles, Abono de celular, Abono de internet, Comedor / Almuerzos, Equipamiento ergonómico de teletrabajo, Home office, Idiomas, Seguro de vida (adicionales a los de ley);Menos de un sueldo;Anual;3 o más ajustes;;Octubre;No;No;No está permitido;No;0.1;3;No,  pero escucho ofertas;1;NA;Se dice que sí, pero en la práctica no tiene un rol importante;No se;NA;Si;;Archivar;No;No tengo ninguna discapacidad;Totalmente de acuerdo;0.4;Si;No;Ni de acuerdo ni en desacuerdo;Si;Si;No es un entorno machista;Mixto;A elección de cada sector o empleado;Algo insatisfecho;8;Con más estrés;Alta rotación del equipo y management;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
330;2022-11-14T15:39:13Z;Mujer cis;31 - 35;Universitario completo;Psicología;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Transporte (incluyendo aviación civil, ferrocarriles por carretera);5.001 - 10.000;Nacional;;Analista;Indeterminado;Full time;Compensaciones y beneficios;0;;1;;240000;Medicina prepaga / Plan de salud, Charter / Servicio de transporte;No recibo bono;No recibo bono;2 ajustes;;Noviembre;No;Sí;Sí, formalmente está avalado por la empresa;No;NA;4;No,  pero escucho ofertas;4;NA;Si, tiene un rol importante real;No se;NA;No;;Archivar;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
331;2022-11-14T15:49:10Z;Mujer cis;41 - 45;Diplomado de posgrado completo;RRHH / RRLL / RRTT;Universidad Privada;Chile;NA;Relación de Dependencia;Otros;51 - 100;Nacional;;Jefe;Indeterminado;Full time;Generalista;2;;4;;1570000;Medicina prepaga / Plan de salud, Comedor / Almuerzos;No recibo bono;No recibo bono;No tuve ajustes;;NA;Si, en emprendimiento relacionado con RRHH;Sí;No está permitido;No;0;3;Sí, activamente;1;En una empresa, el sindicato fue a reclamar por el tamaño del pan que el casino estaba entregando, según ellos habian bajado el tamaño de los panes del desayuno.;Si, tiene un rol importante real;Si;Sería bueno, ya que estamos afectos a muchas leyes y serviría para unificar criterios y tener un respaldo.;Si;;Reclutamiento;No;No tengo ninguna discapacidad;Totalmente de acuerdo;0.1;Si;No;Totalmente de acuerdo;Si;No;Si pero no es tanto;Presencial 100%;No aplica;Algo insatisfecho;7;Con menos estrés;Falta de recursos;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
332;2022-11-14T15:52:20Z;Mujer cis;36 - 40;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Buenos Aires;Relación de Dependencia;Medios de comunicación, cultura, gráficos;51 - 100;Nacional;;HRBP;Indeterminado;Full time;Administración de personal;0;;0;;190500;Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Licencias extendidas, Abono de celular, Abono de internet, Frutas y snacks, Home office, Idiomas;No recibo bono;No recibo bono;1 solo;;Julio;No;Sí;Si, bloqueo agenda aunque no haya un lineamiento de la empresa;Si;0.1;3;No,  pero escucho ofertas;2;NA;Si, tiene un rol importante real;Si;Para profesionalizar el rubro;Si;;Organizar la fiesta/regalos de fin de año;No;No tengo ninguna discapacidad;De acuerdo;0.5;No;No;Ni de acuerdo ni en desacuerdo;No;No;No es un entorno machista;Mixto;4 días;Muy insatisfecho;5;Con menos estrés;SITUACION ECONOMICA-ESTRUCTURAL DE LA EMPRESA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
333;2022-11-14T16:06:20Z;Mujer cis;25 - 30;Universitario completo;Psicología;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Tecnologías de información;51 - 100;Multinacional;;Gerente;Contractor (para otros países);Full time;Reclutamiento y selección;2;;2;;1500;No tengo beneficios adicionales;No recibo bono;No recibo bono;No tuve ajustes;;Julio;No;Trabajo full remoto;No me interesa;Si;0.7;5;No estoy buscando cambiar;3;NA;Si, tiene un rol importante real;No se;NA;Si;;Archivar;Si;No tengo ninguna discapacidad;Totalmente de acuerdo;0.1;No;No;Totalmente en desacuerdo;Si;No;No es un entorno machista;Remoto 100%;No aplica;No aplica / Prefiero no responder;8;Mismo nivel de estrés;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
334;2022-11-14T17:42:46Z;Mujer cis;25 - 30;Diplomado de posgrado completo;Comunicación social;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Servicios financieros seguros;51 - 100;Multinacional;;Gerente;Indeterminado;Full time;Administración de personal;1;;0;;400000;Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Comedor / Almuerzos, Frutas y snacks, Home office, Idiomas;Un sueldo;Anual;2 ajustes;;Noviembre;No;Sí;Sí, formalmente está avalado por la empresa;Si;0.3;3;No,  pero escucho ofertas;3;NA;Si, tiene un rol importante real;No se;NA;No;;Archivar;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
335;2022-11-14T18:41:16Z;Mujer cis;36 - 40;Terciario completo;RRHH / RRLL / RRTT;No estudié en la Universidad;Argentina;Buenos Aires;Freelance;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Monotributista;;Independencia;Casa;No;No exporto servicios;No;Si;Si;Si;No;No;;Remuneración mensual del ingresante;3 meses;NA;NA;NA
336;2022-11-14T20:03:23Z;Mujer cis;31 - 35;Diplomado de posgrado en curso;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Corrientes;Freelance;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Responsable inscripto;;Hacer lo que me apasiona.;Casa;No;No exporto servicios;Si, frecuentemente;Si;Si;No;No;Depende el cliente;;Remuneración mensual del ingresante;1 mes;NA;NA;NA
337;2022-11-14T21:04:26Z;Mujer cis;46 - 50;Diplomado de posgrado completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Otros;2.501 - 5.000;Nacional;;Supervisor;Indeterminado;Full time;Capacitación y desarrollo;3;;3;;250000;Medicina prepaga / Plan de salud, Vacaciones extendidas, Licencias extendidas, Préstamos, Seguro de vida (adicionales a los de ley);No recibo bono;No recibo bono;3 o más ajustes;;Noviembre;No;No;Sí, formalmente está avalado por la empresa;No;0;3;Sí, activamente;1;Tenemos el beneficio de estacionamiento gratuito de bicicletas en un garage tercerizado. Estabamos haciendo las credenciales para los usuarios que solicitaran un espacio. Cuando les pedimos una foto para la credencial uno mandó la foto de su bicicleta!;Se dice que sí, pero en la práctica no tiene un rol importante;No se;NA;No;;Archivar;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
338;2022-11-14T21:53:36Z;Mujer cis;41 - 45;Maestría o superior completa;Psicología;Universidad Pública;Argentina;Buenos Aires;Freelance;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Monotributista;;Me gusta la industria y me permite ganar experiencia;Casa;Si;Payoneer;No;Si;Si;Si;Si, habitualmente;Si;;Remuneración mensual del ingresante;No ofrezco garantía;NA;NA;NA
339;2022-11-15T10:15:29Z;Mujer cis;51 - 55;Universitario completo;Periodismo;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Servicios de salud;5.001 - 10.000;Nacional;;Administrativo;Indeterminado;Full time;Administración de personal;0;;6;;250000;Vacaciones extendidas, Licencias extendidas;Menos de un sueldo;Trimestral;3 o más ajustes;;Octubre;No;No;No está permitido;No;0;3;No,  pero escucho ofertas;1;Le presté plata a un empleado que le habíamos descontado;Si, tiene un rol importante real;Si;Es muy necesario;No;;Archivar;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
340;2022-11-15T12:33:25Z;Hombre cis;36 - 40;Maestría o superior en curso;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Educación;1 - 50;Multinacional;;Gerente;Indeterminado;Full time;Reclutamiento y selección;1;;0;;380000;Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Licencias extendidas, Abono de celular, Comedor / Almuerzos, Equipamiento ergonómico de teletrabajo, Guadería, Home office, Idiomas;Dos sueldos;Anual;1 solo;;Septiembre;No;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
341;2022-11-15T12:42:44Z;Mujer cis;36 - 40;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Otros;251 - 500;Nacional;;Jefe;Indeterminado;Full time;Administración de personal;3;;7;;350000;Medicina prepaga / Plan de salud, Combustible, Comedor / Almuerzos, Home office;Variable en función de los resultados de compañía;Anual;3 o más ajustes;;Septiembre;No;Sí;Si, bloqueo agenda aunque no haya un lineamiento de la empresa;No;0;3;No,  pero escucho ofertas;1;NA;Se dice que sí, pero en la práctica no tiene un rol importante;Si;NA;No;;Trámites presenciales en organismos públicos;No;No tengo ninguna discapacidad;Totalmente de acuerdo;0.3;Si;No;En desacuerdo;No;No;No es un entorno machista;Mixto;2 días;Algo insatisfecho;8;Con más estrés;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
342;2022-11-15T14:24:32Z;Mujer cis;41 - 45;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Petróleo y producción de gas, refinación de petróleo;1.001 - 2.500;Multinacional;;Supervisor;Indeterminado;Full time;Compensaciones y beneficios;0;;0;;504630;Medicina prepaga / Plan de salud, Vacaciones extendidas, Abono de internet, Gimnasio, Home office;Un sueldo;Anual;3 o más ajustes;;Octubre;No;Sí;No está permitido;Si;0.1;2;No,  pero escucho ofertas;1;NA;Se dice que sí, pero en la práctica no tiene un rol importante;No;NA;Si;;Recibir visitas del CEO o Managers globales;No;No tengo ninguna discapacidad;De acuerdo;0.1;Si;No;De acuerdo;Si;No;Si pero no es tanto;Mixto;3 días;Algo satisfecho;10;Con más estrés;Trabajo nuevo, muy complicado;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
343;2022-11-15T16:33:27Z;Mujer cis;31 - 35;Terciario en curso;No estudié en la Universidad;No estudié en la Universidad;Argentina;Río Negro;Freelance;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Monotributista;;No conseguía trabajo en relación de dependencia. Por fortuna existen varias plataformas para trabajar de forma freelance.;Casa;Si;Payoneer;No;No;Si;Si;No;Depende el cliente;;Remuneración mensual del ingresante;1 mes;NA;NA;NA
344;2022-11-15T17:45:32Z;Mujer cis;36 - 40;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Agricultura, plantaciones, otros sectores rurales;1.001 - 2.500;Multinacional;;Director;Indeterminado;Full time;Reclutamiento y selección;3;;2;;600000;Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Licencias extendidas, Abono de celular, Abono de internet, Comedor / Almuerzos, Equipamiento ergonómico de teletrabajo, Frutas y snacks, Guadería, Home office, Idiomas, Posgrados, Seguro de vida (adicionales a los de ley), Reintegros en capacitación;Variable en función de los resultados de compañía;Anual;3 o más ajustes;;Diciembre;No;No;Si, bloqueo agenda aunque no haya un lineamiento de la empresa;Si;0.4;3;No,  pero escucho ofertas;3;Entrevistar a un candidato y que el gallo de su casa no parara de cocorear;Si, tiene un rol importante real;No se;NA;Si;;Armar presentaciones en PowerPoint;No;No tengo ninguna discapacidad;De acuerdo;0.1;Si;No se;Ni de acuerdo ni en desacuerdo;Si;No;No es un entorno machista;Mixto;3 días;Algo satisfecho;8;Con menos estrés;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
345;2022-11-15T20:32:07Z;Mujer cis;18 - 25;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Buenos Aires;Relación de Dependencia;Otros;101 - 250;Nacional;;Analista;Indeterminado;Full time;Generalista;0;;1;;155000;No tengo beneficios adicionales;No recibo bono;No recibo bono;3 o más ajustes;;Octubre;No;Sí;No me interesa;No;0;4;No estoy buscando cambiar;2;NA;Si, tiene un rol importante real;Si;NA;No;;Archivar;Si;No tengo ninguna discapacidad;De acuerdo;0.3;Si;No;De acuerdo;No;No;No es un entorno machista;Presencial 100%;No aplica;No aplica / Prefiero no responder;5;Con menos estrés;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
346;2022-11-15T20:37:22Z;Hombre cis;25 - 30;Diplomado de posgrado en curso;Ingeniería Industrial;Universidad Privada;Perú;NA;Relación de Dependencia;Industria metalúrgica, metalmecánica;10.001 o más;Multinacional;;Consultor;Indeterminado;Full time;HRIS / Administración de sistemas de RH;0;;2;;7000;Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Abono de celular, Abono de internet, Comedor / Almuerzos, Frutas y snacks, Home office, Seguro de vida (adicionales a los de ley);Un sueldo;Anual;1 solo;;Diciembre;No;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
347;2022-11-16T17:42:49Z;Mujer cis;25 - 30;Universitario en curso;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Tecnologías de información;51 - 100;Nacional;;Analista;Indeterminado;Full time;Compensaciones y beneficios;0;;0;;185000;Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Frutas y snacks, Home office, Idiomas, Reintegros en capacitación;No recibo bono;No recibo bono;2 ajustes;;Octubre;No;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
